State/UT,Hotel Name,City,Hotel Category,Hotel Type,Star Rating,Amenities,Nearby Tourist Places,Tourist Place Types,Distances (km)
Maharashtra,The Machan,Lonavala,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Lion's Point, Tiger Point, Bhushi Dam, Lonavala Lake, Karla Caves","Heritage, Wildlife, Heritage, Heritage, Adventure","21, 29, 11, 10, 31"
Maharashtra,Della Resorts,Khandala,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Della Adventure Park, Rajmachi Fort, Khandala Lake, Duke's Nose, Kune Falls","Heritage, Heritage, Heritage, Heritage, Adventure","18, 28, 21, 15, 12"
Maharashtra,"The Ritz-Carlton, Pune",Pune,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Aga Khan Palace, Shaniwar Wada, Osho Ashram, Bund Garden, Phoenix Marketcity Pune","Heritage, Heritage, Religious, Heritage, Heritage","23, 26, 17, 23, 21"
Maharashtra,JW Marriott Pune,Pune,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Chaturshringi Temple, Pataleshwar Cave Temple, Pune University, Shaniwar Wada, Dagdusheth Halwai Ganpati","Religious, Religious, Heritage, Heritage, Heritage","10, 4, 7, 10, 2"
Maharashtra,Conrad Pune,Pune,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Koregaon Park, Osho Garden, Aga Khan Palace, Bund Garden, Empress Garden","Heritage, Heritage, Heritage, Heritage, Heritage","2, 4, 2, 23, 23"
Maharashtra,Le Meridien Mahabaleshwar,Mahabaleshwar,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Wilson Point, Venna Lake, Mapro Garden, Pratapgad Fort, Elephant's Head Point","Heritage, Heritage, Heritage, Heritage, Wildlife","30, 25, 29, 4, 38"
Maharashtra,Courtyard Mahabaleshwar,Mahabaleshwar,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Lingmala Waterfall, Venna Lake, Kate's Point, Mahabaleshwar Temple, Arthur's Seat","Adventure, Heritage, Heritage, Religious, Heritage","18, 25, 9, 2, 7"
Maharashtra,Radisson Blu Resort & Spa,Alibaug,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Alibaug Beach, Kolaba Fort, Varsoli Beach, Nagaon Beach, Kihim Beach","Beach, Heritage, Beach, Beach, Beach","8, 9, 3, 9, 9"
Maharashtra,Silvanus Forest Resort,Varanasi,Medium Luxury,Beach Resort,4★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Revdanda Beach, Murud Janjira Fort, Korlai Fort, Phansad Wildlife Sanctuary, Kashid Beach","Beach, Heritage, Heritage, Wildlife, Beach","6, 9, 11, 6, 15"
Maharashtra,The Gateway Hotel Ambad,Mumbai,Medium Luxury,Business Hotel,4★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Sula Vineyards, Trimbakeshwar Temple, Pandavleni Caves, Muktidham, Soma Vine Village","Heritage, Religious, Adventure, Religious, Heritage","14, 7, 26, 17, 30"
Maharashtra,Radisson Blu Hotel & Spa,Kakinada,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Pandavleni Caves, Godavari River, Sula Vineyards, Ram Kund, Coin Museum","Adventure, Heritage, Heritage, Heritage, Heritage","43, 27, 28, 28, 19"
Maharashtra,Vivanta Aurangabad,Aurangabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ajanta & Ellora Caves, Bibi Ka Maqbara, Daulatabad Fort, Panchakki, Himayat Bagh","Adventure, Heritage, Heritage, Heritage, Heritage","21, 10, 20, 10, 8"
Maharashtra,Radisson Blu Hotel,Mumbai,Medium Luxury,Business Hotel,4★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Deekshabhoomi, Sitabuldi Fort, Futala Lake, Ambazari Lake, Zero Mile Stone","Heritage, Heritage, Heritage, Heritage, Heritage","3, 3, 28, 15, 12"
Maharashtra,Radisson Blu Plaza Resort,Mumbai,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Nd's Film World, Karjat Caves, Ulhas Valley, Bhivpuri Waterfalls, Kondana Caves","Heritage, Adventure, Heritage, Adventure, Adventure","5, 31, 28, 45, 20"
,,,,,,,,,
State,Hotel Name,,,,,,,,
Punjab,Taj Swarna,Amritsar,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Golden Temple, Jallianwala Bagh, Partition Museum, Wagah Border, Durgiana Temple","Religious, Heritage, Heritage, Heritage, Religious","16, 3, 18, 26, 16"
Punjab,Hyatt Regency Amritsar,Amritsar,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Golden Temple, Hall Bazaar, Gobindgarh Fort, Jallianwala Bagh, Ram Bagh","Religious, Heritage, Heritage, Heritage, Heritage","16, 15, 4, 28, 23"
Punjab,Radisson Blu Amritsar,Amritsar,Medium Luxury,Business Hotel,4★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Airport, Partition Museum, Golden Temple, Wagah Border, Pul Kanjari","Heritage, Heritage, Religious, Heritage, Heritage","18, 4, 13, 26, 21"
Punjab,WelcomHotel Amritsar,Amritsar,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Wagah Border, Golden Temple, Jallianwala Bagh, Partition Museum, Maharaja Ranjit Singh Museum","Heritage, Religious, Heritage, Heritage, Heritage","10, 13, 16, 20, 4"
Punjab,JW Marriott Chandigarh,Chandigarh,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Rock Garden, Sukhna Lake, Rose Garden, Sector 17 Market, Pinjore Gardens","Heritage, Heritage, Heritage, Heritage, Heritage","7, 5, 24, 12, 26"
Punjab,Taj Chandigarh,Chandigarh,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Sukhna Lake, Leisure Valley, Rock Garden, Zakir Hussain Rose Garden, Sector 17","Heritage, Heritage, Heritage, Heritage, Heritage","22, 5, 21, 10, 17"
Punjab,The Oberoi Sukhvilas,Chandigarh,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Siswan Forest, Rock Garden, Sukhna Lake, Capitol Complex, Rose Garden","Heritage, Heritage, Heritage, Heritage, Heritage","23, 20, 18, 12, 24"
Punjab,Hyatt Regency Chandigarh,Chandigarh,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Elante Mall, Rock Garden, Sukhna Lake, Leisure Valley, Rose Garden","Heritage, Heritage, Heritage, Heritage, Heritage","18, 20, 18, 28, 24"
Punjab,The Lalit Chandigarh,Chandigarh,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","IT Park, Sukhna Lake, Rock Garden, Rose Garden, Pinjore Gardens","Heritage, Heritage, Heritage, Heritage, Heritage","22, 5, 21, 29, 26"
Punjab,Hyatt Regency Ludhiana,Ludhiana,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ferozepur Road, Lodhi Fort, Nehru Rose Garden, Tiger Safari, Maharaja Ranjit Singh Museum","Heritage, Heritage, Heritage, Wildlife, Heritage","14, 5, 8, 27, 4"
Punjab,Radisson Blu MBD Hotel,Chandigarh,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","MBD Neopolis Mall, Pavilion Mall, Gurudwara Nanaksar, Hardy's World, Nehru Rose Garden","Heritage, Heritage, Religious, Heritage, Heritage","8, 20, 5, 9, 5"
Punjab,Ramada Encore Jalandhar,Jalandhar,Medium Luxury,Business Hotel,4★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Model Town, Devi Talab Mandir, Wonderland Theme Park, Pushpa Gujral Science City, Rangla Punjab","Heritage, Religious, Heritage, Heritage, Heritage","29, 9, 20, 3, 10"
Punjab,Radisson Red Mohali,Chandigarh,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Cricket Stadium, Thunder Zone, Rose Garden, Rock Garden, Chhatbir Zoo","Heritage, Heritage, Heritage, Heritage, Wildlife","10, 3, 24, 3, 39"
Punjab,The Baradari Palace,Chandigarh,Medium Luxury,Heritage Hotel,5★,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Qila Mubarak, Sheesh Mahal, Omaxe Mall, Bahadurgarh Fort, Kali Devi Temple","Heritage, Heritage, Heritage, Heritage, Religious","8, 8, 23, 30, 6"
J&K,The Lalit Grand Palace,Srinagar,Ultra Luxury,Heritage Hotel,5★,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Dal Lake, Shankaracharya Hill, Mughal Gardens, Indira Gandhi Tulip Garden, Hazratbal Shrine","Heritage, Religious, Heritage, Heritage, Religious","21, 7, 14, 25, 12"
J&K,Vivanta Dal View,Srinagar,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Tulip Garden, Nishat Bagh, Shalimar Bagh, Pari Mahal, Dal Lake","Heritage, Heritage, Heritage, Heritage, Heritage","4, 10, 20, 23, 3"
J&K,Taj Dal View,Srinagar,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Nishat Bagh, Dal Lake, Shalimar Bagh, Pari Mahal, Chashme Shahi","Heritage, Heritage, Heritage, Heritage, Heritage","22, 12, 20, 23, 6"
J&K,Fortune Resort Heevan,Srinagar,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Zabarwan Hills, Dal Lake, Mughal Gardens, Tulip Garden, Pari Mahal","Hill Station, Heritage, Heritage, Heritage, Heritage","20, 12, 14, 15, 2"
J&K,Karan Mahal,Srinagar,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Shankaracharya Hill, Dal Lake, Chashme Shahi, Pari Mahal, Mughal Gardens","Religious, Heritage, Heritage, Heritage, Heritage","18, 12, 20, 23, 5"
J&K,The Khyber Himalayan,Gulmarg,Medium Luxury,Hill Resort,4★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Gulmarg Gondola, Khilanmarg, Alpather Lake, St. Mary's Church, Gulmarg Golf Course","Adventure, Heritage, Heritage, Religious, Heritage","21, 14, 9, 1, 14"
J&K,The Vintage Gulmarg,Gulmarg,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Golf Course, Gulmarg Gondola, Baba Reshi Shrine, Khilanmarg, St. Mary's Church","Heritage, Adventure, Religious, Heritage, Religious","4, 18, 18, 27, 12"
J&K,Nedous Hotel,Gulmarg,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ski Slopes, Gulmarg Gondola, Strawberry Valley, Khilanmarg, Golf Course","Heritage, Adventure, Heritage, Heritage, Heritage","12, 18, 11, 27, 30"
J&K,WelcomHotel Pine N Peak,City,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Lidder River, Betaab Valley, Aru Valley, Chandanwari, Mamleshwar Temple","Heritage, Heritage, Heritage, Heritage, Religious","19, 23, 19, 7, 1"
J&K,The Chinar Resort & Spa,City,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Aru Valley, Betaab Valley, Lidder River, Chandanwari, Baisaran Valley","Heritage, Heritage, Heritage, Heritage, Heritage","21, 23, 4, 7, 14"
J&K,The Grand Dragon Ladakh,Leh,Medium Luxury,Hill Resort,5★,"WiFi, Mountain View Rooms, Spa, Terrace Dining, Parking","Leh Palace, Shanti Stupa, Thiksey Monastery, Hemis Monastery, Pangong Lake","Heritage, Religious, Religious, Religious, Heritage","29, 15, 16, 9, 16"
,,,,,,,,,
State,Hotel Name,,,,,,,,
Gujarat,ITC Narmada,Kevadia,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Sabarmati Ashram, Adalaj Stepwell, Akshardham Temple, Kankaria Lake, Riverfront","Religious, Heritage, Religious, Heritage, Heritage","15, 10, 15, 6, 16"
Gujarat,Hyatt Regency Ahmedabad,Ahmedabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Sabarmati Riverfront, Siddi Saiyyed Mosque, Jama Masjid, Calico Museum, Science City","Heritage, Religious, Heritage, Heritage, Heritage","2, 11, 3, 13, 3"
Gujarat,The Leela Gandhinagar,Gandhinagar,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Mahatma Mandir, Indroda Park, Akshardham, Sarita Udyan, Children's Park","Religious, Heritage, Religious, Heritage, Heritage","14, 24, 7, 19, 9"
Gujarat,Taj Skyline Ahmedabad,Ahmedabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Sindhu Bhavan Road, ISKCON Temple, Science City, Law Garden, Alpha One Mall","Heritage, Religious, Heritage, Heritage, Heritage","11, 16, 3, 7, 20"
Gujarat,Courtyard Sindhu Bhavan,Ahmedabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","SG Highway, Science City, ISKCON Temple, Sabarmati Ashram, Gulmohar Mall","Heritage, Heritage, Religious, Religious, Heritage","27, 4, 15, 14, 27"
Gujarat,Renaissance Ahmedabad,Ahmedabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","SG Highway, Science City, Adalaj Stepwell, Law Garden, Sarkhej Roza","Heritage, Heritage, Heritage, Heritage, Heritage","27, 4, 9, 7, 30"
Gujarat,Novotel Ahmedabad,Ahmedabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","ISKCON Cross Road, Alpha One Mall, Law Garden, Vastrapur Lake, Sabarmati Ashram","Heritage, Heritage, Heritage, Heritage, Religious","20, 26, 3, 7, 4"
Gujarat,Crowne Plaza Ahmedabad,Ahmedabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Shapath V, ISKCON Temple, Sarkhej Roza, Law Garden, Sabarmati Riverfront","Heritage, Religious, Heritage, Heritage, Heritage","20, 16, 10, 7, 16"
Gujarat,Radisson Blu Ahmedabad,Ahmedabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Ambawadi, Law Garden, Sabarmati Ashram, Kankaria Lake, Jama Masjid","Heritage, Heritage, Religious, Heritage, Heritage","9, 3, 8, 6, 25"
Gujarat,Hyatt Ahmedabad,Ahmedabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Vastrapur Lake, Alpha One Mall, Law Garden, Sabarmati Riverfront, Science City","Heritage, Heritage, Heritage, Heritage, Heritage","30, 26, 3, 10, 3"
Gujarat,WelcomHotel Alkapuri,Vadodara,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Laxmi Vilas Palace, Sayaji Baug, Baroda Museum, EME Temple, Nazarbaug Palace","Heritage, Heritage, Heritage, Religious, Heritage","7, 14, 29, 13, 19"
Gujarat,Vivanta Vadodara,Vadodara,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Akota Gardens, Sayaji Baug, Laxmi Vilas Palace, Khanderao Market, Maharaja Museum","Heritage, Heritage, Heritage, Heritage, Heritage","13, 14, 27, 27, 13"
Gujarat,Sayaji Hotel Vadodara,Vadodara,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Kala Ghoda, Sayaji Baug, Baroda Museum, Laxmi Vilas Palace, Kirti Stambh","Heritage, Heritage, Heritage, Heritage, Heritage","10, 14, 29, 13, 7"
Gujarat,Hyatt Place Vadodara,Vadodara,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Nilamber Triumph, Laxmi Vilas Palace, EME Temple, Baroda Museum, Sayaji Baug","Heritage, Heritage, Religious, Heritage, Heritage","20, 17, 12, 9, 13"
Gujarat,Surat Marriott Hotel,Surat,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Tapti Riverfront, Dutch Garden, Sardar Patel Museum, Dumas Beach, Gopi Talav","Heritage, Heritage, Heritage, Beach, Heritage","17, 22, 12, 10, 10"
Gujarat,The Gateway Athwalines,Ahmedabad,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Dumas Beach, Tapti Riverfront, Science Centre, Dutch Garden, Ambika Temple","Beach, Heritage, Heritage, Heritage, Religious","13, 12, 4, 28, 5"
Gujarat,Orange Megastructure,Surat,Medium Luxury,Beach Resort,5★,"WiFi, Private Beach Access, Swimming Pool, Spa, Parking","Airport Road, Dumas Beach, VR Surat Mall, Gopi Talav, Science Centre","Heritage, Beach, Heritage, Heritage, Heritage","18, 14, 21, 10, 6"
Gujarat,Sayaji Hotel Rajkot,Rajkot,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Race Course, Rotary Dolls Museum, Watson Museum, Kaba Gandhi No Delo, Aji Dam","Heritage, Heritage, Heritage, Heritage, Heritage","28, 6, 15, 21, 6"
Gujarat,Fortune Park JPS Grand,Ahmedabad,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","150ft Ring Road, Nyari Dam, Race Course, Watson Museum, Dolls Museum","Heritage, Heritage, Heritage, Heritage, Heritage","15, 30, 13, 6, 20"
Gujarat,The Imperial Palace,Ahmedabad,Medium Luxury,Heritage Hotel,5★,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Yagnik Road, Race Course Ground, Watson Museum, Dolls Museum, Jubilee Garden","Heritage, Heritage, Heritage, Heritage, Heritage","3, 15, 15, 10, 12"
Gujarat,Hawthorn Suites Dwarka,Dwarka,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Dwarkadhish Temple, Nageshwar Jyotirlinga, Bet Dwarka, Rukmini Temple, Gopi Talav","Religious, Heritage, Heritage, Religious, Heritage","14, 23, 21, 8, 10"
Gujarat,The Fern Somnath,Somnath,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Somnath Temple, Triveni Sangam, Bhalka Tirth, Prabhas Patan Museum, Gita Mandir","Religious, Heritage, Heritage, Heritage, Religious","5, 7, 3, 2, 12"
Gujarat,The Fern Gir Forest,Somnath,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Gir National Park, Kamleshwar Dam, Devalia Safari Park, Somnath Temple, Uparkot Fort","Wildlife, Heritage, Wildlife, Religious, Heritage","56, 9, 9, 14, 8"
Gujarat,Woods at Sasan,Sasan Gir,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Sasan Gir, Gir National Park, Kamleshwar Dam, Somnath Temple, Jamjir Waterfall","Heritage, Wildlife, Heritage, Religious, Adventure","8, 60, 24, 14, 28"
Gujarat,Tent City Narmada,Kevadia,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Statue of Unity, Valley of Flowers, Sardar Sarovar Dam, Jungle Safari, Cactus Garden","Heritage, Heritage, Heritage, Wildlife, Heritage","27, 26, 3, 55, 18"
,,,,,,,,,
State,Hotel Name,,,,,,,,
MP,Sheraton Grand Indore,Indore,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Bypass Road, Rajwada Palace, Lal Bagh Palace, Khajrana Temple, Sarafa Bazaar","Adventure, Heritage, Heritage, Religious, Heritage","45, 8, 18, 14, 23"
MP,Indore Marriott Hotel,Indore,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Meghdoot Garden, Rajwada Palace, Lal Bagh Palace, Annapurna Temple, Pipliyapala Park","Heritage, Heritage, Heritage, Religious, Heritage","25, 8, 18, 9, 7"
MP,Sayaji Hotel Indore,Indore,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Vijay Nagar, Meghdoot Garden, Rajwada, Lal Bagh Palace, Regional Park","Heritage, Heritage, Heritage, Heritage, Heritage","29, 19, 21, 7, 2"
MP,Radisson Blu Indore,Indore,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Vijay Nagar, Rajwada Palace, Lal Bagh Palace, Khajrana Ganesh, Central Museum","Heritage, Heritage, Heritage, Heritage, Heritage","29, 8, 18, 7, 19"
MP,The Park Indore,Indore,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","MR 10 Road, Rajwada, Khajrana Temple, Lal Bagh Palace, Sarafa Bazaar","Heritage, Heritage, Religious, Heritage, Heritage","27, 22, 5, 7, 23"
MP,Taj Lakefront Bhopal,Bhopal,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Upper Lake, Van Vihar National Park, Bharat Bhavan, Birla Mandir, Sanchi Stupa","Heritage, Wildlife, Heritage, Religious, Religious","8, 45, 17, 14, 17"
MP,Jehan Numa Palace,Bhopal,Medium Luxury,Heritage Hotel,5★,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Van Vihar, Upper Lake, Tribal Museum, Bharat Bhavan, Birla Temple","Heritage, Heritage, Heritage, Heritage, Religious","13, 18, 14, 11, 5"
MP,Jehan Numa Retreat,Bhopal,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Van Vihar, Upper Lake, Bhopal Zoo, Tribal Museum, Bharat Bhavan","Heritage, Heritage, Wildlife, Heritage, Heritage","13, 18, 13, 22, 3"
MP,Courtyard Bhopal,Bhopal,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","DB City Mall, Van Vihar, Upper Lake, Bharat Bhavan, Birla Temple","Heritage, Heritage, Heritage, Heritage, Religious","22, 17, 5, 11, 5"
MP,Noor-Us-Sabah Palace,Bhopal,Medium Luxury,Heritage Hotel,5★,"WiFi, Heritage Dining, Courtyard, Spa, Parking","VIP Road, Upper Lake, Van Vihar, Taj-ul-Masajid, Manuabhan Tekri","Heritage, Heritage, Heritage, Heritage, Heritage","4, 18, 10, 14, 3"
MP,The Lalit Temple View,Bhopal,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Western Group Temples, Eastern Group, Panna National Park, Raneh Falls, Ken River","Religious, Heritage, Wildlife, Adventure, Heritage","7, 16, 9, 43, 10"
MP,Radisson Jass Hotel,Khajuraho,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Khajuraho Temples, Raneh Falls, Ken Gharial Sanctuary, Panna National Park, Museum","Religious, Adventure, Wildlife, Wildlife, Heritage","11, 13, 28, 36, 24"
MP,Ramada Khajuraho,Khajuraho,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Airport Road, Khajuraho Temples, Raneh Falls, Panna Tiger Reserve, Ken River","Heritage, Religious, Adventure, Wildlife, Heritage","18, 9, 36, 50, 10"
MP,Syna Heritage Hotel,Khajuraho,Medium Luxury,Heritage Hotel,5★,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Panna National Park, Khajuraho Temples, Raneh Falls, Ken River, Pandav Falls","Wildlife, Religious, Adventure, Heritage, Adventure","42, 9, 36, 25, 37"
MP,Taj Pench Tiger Reserve,Pench,Medium Luxury,Resort,5★,"WiFi, Swimming Pool, Spa, Gym, Parking","Pench National Park, Turia Gate, Kohka Dam, Totladoh Dam, Sitaghat","Wildlife, Heritage, Heritage, Heritage, Heritage","15, 4, 9, 6, 15"
MP,Pench Tree Lodge,Pench,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Pench National Park, Karmajhiri Gate, Turia Gate, Ramtek Reservoir, Mansar","Wildlife, Heritage, Heritage, Heritage, Heritage","15, 9, 15, 6, 16"
MP,Banjaar Tola (Taj),Bhopal,Medium Luxury,Resort,5★,"WiFi, Swimming Pool, Spa, Gym, Parking","Kanha National Park, Mukki Gate, Banjaar River, Kanha Museum, Khatia Gate","Wildlife, Heritage, Heritage, Heritage, Heritage","16, 13, 6, 29, 29"
MP,Singinawa Jungle Lodge,Bhopal,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Kanha National Park, Mukki Gate, Sher Nullah, Kanha Museum, Bamni Dadar","Wildlife, Heritage, Heritage, Heritage, Heritage","16, 13, 30, 29, 16"
MP,Mahua Kothi (Taj),Bhopal,Medium Luxury,Resort,5★,"WiFi, Swimming Pool, Spa, Gym, Parking","Bandhavgarh Park, Tala Gate, Bandhavgarh Fort, Shesh Shaiya, Baghel Museum","Heritage, Heritage, Heritage, Heritage, Heritage","10, 22, 9, 7, 22"
MP,Samode Safari Lodge,Khajuraho,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Bandhavgarh Park, Tala Gate, Magadhi Gate, Khajuraho, Bandhavgarh Fort","Heritage, Heritage, Heritage, Heritage, Heritage","10, 22, 21, 8, 17"
MP,Pashan Garh (Taj),Khajuraho,Medium Luxury,Resort,5★,"WiFi, Swimming Pool, Spa, Gym, Parking","Panna National Park, Ken River, Raneh Falls, Khajuraho Temples, Pandav Falls","Wildlife, Heritage, Adventure, Religious, Adventure","42, 29, 36, 8, 37"
MP,Ahilya Fort,Kevadia,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Maheshwar Ghat, Ahilyabai Fort, Rajwada, Jaleshwar Temple, Narmada River","Heritage, Heritage, Heritage, Religious, Heritage","9, 10, 21, 12, 19"
MP,Taj Usha Kiran Palace,Gwalior,Medium Luxury,Heritage Hotel,5★,"WiFi, Heritage Dining, Courtyard, Spa, Parking","Jai Vilas Palace, Gwalior Fort, Teli Ka Mandir, Sas Bahu Temple, Gujari Mahal","Heritage, Heritage, Religious, Religious, Heritage","7, 29, 11, 3, 8"
MP,Radisson Gwalior,Gwalior,Medium Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Gwalior Fort, Jai Vilas Palace, Sun Temple, Tansen Tomb, Phool Bagh","Heritage, Heritage, Religious, Heritage, Heritage","23, 30, 14, 23, 28"
MP,Forsyth Lodge,Bhopal,Medium Luxury,Resort,4★,"WiFi, Swimming Pool, Spa, Gym, Parking","Satpura National Park, Madhai Gate, Denwa River, Bee Falls, Jata Shankar","Wildlife, Heritage, Heritage, Adventure, Heritage","11, 5, 4, 3, 30"
,,,,,,,,,
State,Hotel Name,,,,,,,,
Haryana,The Oberoi Gurgaon,Gurugram,Ultra Luxury,Business Hotel,5★,"WiFi, Business Center, Gym, Meeting Rooms, Parking","Cyber Hub, Kingdom of Dreams, Sultanpur Sanctuary, Ambience Mall, Leisure Valley","Heritage, Heritage, Wildlife, Heritage, Heritage","3, 22, 22, 9, 11"
